changes apply to all Google services	изменения относятся ко всем службам Google
Directions suggest a road that is closed.	Маршрут предлагает дорогу, которая закрыта.
Search Google with an image	Google Поиск с помощью изображений
Sorry, this page's content is restricted	Извините, доступ к содержанию этой страницы ограничен.
Significant delays on this line.	Значительная задержка отправлений на линии.
The content overlaid onto this map is provided by a third party, and Google is not responsible for it.	Данные, показанные на карте, предоставлены сторонней организацией, и компания Google не несет за них ответственность.
Sign in to change background image	Войдите для изменения фонового изображения
Browse webcams worldwide on Google Maps	Смотри на мир при помощи веб-камер прямо на Картах Google
Search in all subject areas.	Искать во всех предметных областях.
Back to the previous location	Вернуться к предыдущему местоположению
Learn about Google's latest update	Подробнее о последних обновлениях Google
Drag to move image	Потяните, чтобы переместить изображение
by reviews, maps and edits	по числу отзывов, карт и изменений
What do you love about it? Share a tip.	Расскажите, чем вам так понравилось это место.
Fresh and acidic citrus on a sunny Saturday morning	Свежий цитрусовый запах солнечного субботнего утра
We're changing our privacy policy and terms.	В Политике конфиденциальности и Правилах использования сервисов Google произошли изменения.
Plan a trip using public transportation	Планируйте поездки на общественном транспорте
Use caution when walking in unfamiliar areas.	Будьте осторожны, совершая пешие прогулки в незнакомых местах.
Signed-in users can block selected sites from search results.	Пользователи, выполнившие вход, могут исключать выбранные сайты из результатов поиска.
There was an error submitting your review.  Please try again later.	При отправке обзора произошла ошибка. Повторите попытку позже.
Please explain why your search results weren't helpful.	Объясните, почему результаты вашего поиска не оказались полезными.
You have no maps.	У вас нет своих карт.
Click on a coupon below to view and redeem it.	Нажмите на приведенный ниже купон, чтобы просмотреть и погасить его.
Modified service for this agency.	Расписание движения общественного транспорта данного агентства изменилось.
Remove from starred images.	Удалить из помеченных изображений.
Search within this book	Искать в этой книге
This map contains other inappropriate content	Эта карта содержит другие неприемлемые данные
Search by image is unavailable. Please try again in a few hours.	Поиск по картинке недоступен. Повторите попытку через несколько часов.
Search for images available on the web	Ищите картинки в Интернете
Find out what to do about fraudulent sites.	Узнайте, как быть с мошенническими сайтами.
Some of the search options are temporarily unavailable.	Некоторые настройки поиска временно недоступны.
Create and share your documents, spreadsheets, and presentations online	Создавайте документы и таблицы
All messages from thread	Все сообщения из раздела
Provide location and details using the info window on the map.	Укажите расположение и описание с помощью информационного окна на карте.
The following locations were chosen from multiple candidates.	Среди множества возможных выбраны следующие места:
No standard web pages containing all your search terms were found.	Стандартные страницы, содержащие все слова из вашего запроса, не найдены.
Show imagery with street names	Показать спутниковую карту с названиями объектов
Turn on snap to roads	Включить привязку к дорогам
Also limit to images labeled for:	Кроме того, можно показывать не все изображения, а только с с пометкой:
LINK_BEGINExplore the worldLINK_END. Local experts share their favorite places with you.	LINK_BEGINПознавайте мирLINK_END. Местные краеведы покажут вам самые интересные достопримечательности.
This place may be private	Возможно, это место является частной собственностью
BOLD_TAG_BEGINShareBOLD_TAG_END your interests and opinions with friends, family, and the world	BOLD_TAG_BEGINДелитьсяBOLD_TAG_END своими мыслями и отзывами с друзьями, родными и целым миром
You can enter notes here.	Здесь можно ввести примечания.
See all notes for this SearchWiki	Все изменения для этой страницы Википоиска
This map does not exist.	Эта карта не существует.
MapsGL is a beta product	MapsGL находится в стадии бета-тестирования
Go to Blog Search Home	На главную страницу поиска по блогам
Make sure the address included a city and state.	Убедитесь, что в адресе указаны город и страна.
Or enter the url of map data on the web	Или введите URL-адрес картографических данных
Place your ad on Google Images.	Разместите свою рекламу в Картинках Google.
Learn more about these Google services	Более подробно об услугах Google
See full size image	Посмотреть картинку в полном размере
Sign in to see your background image	Войдите, чтобы увидеть свое фоновое изображение
The display size of image is determined by the browser window.	Размер показываемого изображения определяется размерами окна браузера.
Google Maps could not calculate directions between the points you've specified.	В Картах Google нет возможности расчета маршрута между двумя отмеченными вами точками.
New! Browse images by subject	Новинка! Группировка картинок по темам
List your products for free on Google's shopping search engine	Разместите свои товары в системе поиска покупок Google совершенно бесплатно
Display Google tips and messages in:	Показывать советы и сообщения Google на:
Promoted to first page	Результат перемещен на первую страницу
The previous page is sending you to an invalid url.	Страница, на которой вы находились, пытается перенаправить вас на недействительный URL.
Give us feedback on Ads by Google	Что вы думаете о "Рекламе от Google"?
Unable to save placemark.	Не удается сохранить метку.
The most comprehensive people search on the web.	Наиболее полный поиск людей в Интернете.
Learn about transit stations, lines and schedules.	Расположение остановок, маршруты и расписание общественного транспорта.
This place has a different view associated with it. Click here to see and adjust it.	С этим местом связан другой снимок. Нажмите здесь, чтобы просмотреть и отредактировать его.
Info about Usenet News...	Справка по Usenet News...
Please tell us why this map is inappropriate:	Расскажите, почему данная карта неприемлема:
Apply theme to iGoogle	Использовать тему в iGoogle
Enter a location above or right-click on the map to add a destination.	Введите пункт назначения или щелкните правой кнопкой мыши на карте для добавления.
Try right-clicking on the map to replace this destination.	Попробуйте нажать правой кнопкой мыши на карте, чтобы изменить пункт назначения.
Return web pages updated in the	Показывать страницы, изменённые в течение
These images were found through Google Image Search and may be subject to copyright protection.	Обратите внимание: картинки и фотографии, найденные при помощи Поиска картинок Google, могут быть защищены законом об авторских правах.
Click to continue drawing a shape	Нажмите, чтобы продолжить рисовать многоугольник
Okay, allow ads on Google	Показывать рекламу в Google
Would you like to edit one of these instead?	Хотите изменить один из следующих объектов?
Press Enter to search.	Для поиска нажмите "Ввод"
Street view not available. Try another location.	Режим просмотра улиц недоступен. Попробуйте включить его в другом местоположении.
Try searching in all subject areas	Попробуйте выполнить поиск во всех предметных областях
Do not provide predictive queries nor results while I type	Не показывать поисковые подсказки и результаты поиска при вводе запроса
Click to set zoom level	Нажмите, чтобы изменить масштаб
Show more starred results	Отобразить больше помеченных результатов
Not available at this zoom level. Zoom in to use transit details.	Чтобы просмотреть маршруты общественного транспорта, увеличьте масштаб карты.
For these and other reasons, TAG_BEGINreport a problemTAG_END	В силу этих или других причин TAG_BEGIN рекомендуем сообщить о проблемеTAG_END
Businesses at this address	Организации по этому адресу
Confirm your Google Scholar Alert	Подтвердите оповещение от Академии Google
Switch between labels in the local language and transliterated text.	Отображение названий иностранных объектов на русском языке.
Pages that include matching images	Страницы с подходящими изображениями
Show the screen or type in the code online to redeem your offer	Чтобы получить бонус, покажите купон с телефона или введите его код на сайте.
e.g. CNN, New York Times	например, "Известия", "Комсомольская правда"
Turn off snap to roads	Отключить привязку к дорогам
Not available for this location. Try viewing the map for a different location.	Эта опция здесь недоступна. Попробуйте открыть на карте другое место.
Google Maps with Street View	Google Карты с просмотром улиц
Try dragging these images to the search box:	Перетащите эти изображения в строку поиска:
What information did Google provide instead?	Какую информацию выдает вместо этого Google?
Collaborators may edit the map.	Соавторы могут изменять карту.
Create tables, graphs, heat maps, and other visualizations	Создавайте таблицы, диаграммы, тепловые карты и применяйте другие способы визуализации
Welcoming blend of stale popcorn and sticky seats	Зовущий запах попкорна и липких кресел
We could not save your change because it appears to contain inappropriate language.	Похоже, используется ненормативная лексика. Изменения не будут сохранены.
Click to see this area on Google Maps	Нажмите, чтобы увидеть эту область на картах Google
See what\'s going on nearby.	Сообщения пользователей в просматриваемой области.
The results included spam.	В результаты попал спам.
What do you dislike about it? Share a tip.	Расскажите, чем вам не понравилось это место.
Search results not complying with local law, regulation or policy do not appear.	Результаты поиска, не соответствующие местному законодательству, нормам и положениям, не отображаются.
Drag me to a street!	Переместить меня на улицу!
Last photo just now	Последняя фотография добавлена только что
Report Selected Images as Offensive	Сообщить об оскорбительном содержании выбранных изображений
Want to see which results your friends are talking about?	Хотите узнать, что обсуждают ваши друзья?
Get your reviews as a feed	Отслеживать свои отзывы с помощью фида
Reduced service on this line.	Сокращены услуги на линии.
Find the best biking lanes and trails in your city.	Велосипедные дорожки на карте города.
View in Google Maps	Просмотреть на Картах Google
Directions suggest a turn that is difficult or restricted.	Маршрут включает в себя сложный или запрещенный поворот.
Commercial reuse with modification	Многократное коммерческое использование с возможностью модификации
Don't have an OnStar username? TAG_BEGINClick hereTAG_END.	Нет аккаунта OnStar? TAG_BEGINНажмите здесьTAG_END.
Passengers must call the agency.	Нужно заранее связаться с транспортным агентством.
Keep reminding me for this product	Всегда показывать это напоминание в данном сервисе
We're sorry, the Custom Search Engine you are trying to access does not exist.	К сожалению, пользовательская поисковая система, к которой вы пытаетесь осуществить доступ, не существует.
Watch the best videos recorded at a particular location on the map.	Видеоролики с привязкой к месту съемки.
Discover and browse patents online	Найти и просмотреть патенты в Интернете
Personal experiences aside, how would you describe this place?	Как бы вы объективно описали это место?
You have no rated places.	Вы не оценили ни одного места.
Write reviews of your favorite businesses	Напишите отзывы о компаниях, которые вам нравятся
Labeled for reuse with modification	С лицензией на использование и изменение
Move the marker when Street View is adjusted, and vice versa	Передвигать маркер, когда просмотр улиц настроен и наоборот
However, there are websites with similar addresses:	Однако есть веб-сайты с похожими адресами:
Search for documents containing the terms	Показать все результаты поиска по запросу
These place details are no longer updated by Google Maps.	Эти описания мест не будут обновляться картами Google.
What is this page?	Что это за страница?
Is this place really a duplicate?	Это место действительно является дубликатом?
You currently have no MyMaps to display.	У вас нет ни одной карты в "Моих картах".
Please report the offensive images.	Нажмите кнопку "Пожаловаться" рядом с оскорбительными для вас изображениями.
Blue outlines show roads where street view is available.	Синим контуром обведены дороги, для которых доступен просмотр улиц.
Explore an area through geographically based Wikipedia articles.	Статьи Википедии с привязкой к описываемым в них местам.
Drag or click to pan.	Перетащите или нажмите для панорамирования.
BOLD_TAG_STARTDrawBOLD_TAG_END lines and shapes to highlight paths and areas.	BOLD_TAG_STARTВыделятьBOLD_TAG_END произвольные области на карте при помощи линий.
If the address is correct but in the wrong location, drag the marker.	Если адрес правильный, но находится в неверном месте, перетащите маркер.
Pan or zoom the map to explore	Двигайте карту и изменяйте масштаб, чтобы увидеть весь контент
Unable to contact server.	Не удалось соединиться с сервером.
Try searching over all publications	Попробуйте выполнить поиск по всем публикациям
Find out how to report search results content.	Узнайте, как сообщить о содержании результатов поиска.
Need tips on searching?	Нужны подсказки по поиску?
Drag ring to rotate view	Для поворота карты вращайте кольцо компаса
Add a place that physically exists, such as a monument or pizza shop.	Введите место, которое реально существует, например памятник или магазин.
Please click the category that best matches your feedback.	Нажмите на категорию, которая лучше всего подходит для вашего отзыва.
Free web mail with search, anti-spam, and extremely large storage	Бесплатная веб-почта с объемом ящика более 2,5 ГБ
Standings, matches, and news	Турнирные таблицы, матчи, новости
See image in original page	Просмотр изображения на исходной странице
Come here often? Make Google your homepage.	Часто здесь бываете? Сделайте Google своей стартовой страницей!
Please use a valid email address.	Используйте действующий адрес электронной почты.
You can drag the map with your mouse, and double-click to zoom.	Для перемещения по карте потяните ее при помощи мыши, увеличить масштаб можно двойным нажатием.
Information for blog authors	Информация для авторов блогов
Search results not complying with local law,regulation or policy do not appear.	Результаты поиска, не соответствующие местному законодательству, нормам и положениям, не отображаются.
Modified service for this line.	Расписание движения общественного транспорта на этой линии изменилось.
Get more forum results	Другие результаты поиска по форумам
Search within a site or domain:	Искать на сайте или в домене:
Exploring images just got easier with sorting. Now browse images by subject.	Сортировка помогает находить изображения. Теперь изображения можно группировать по темам.
This change will not appear immediately.	Изменение будет отображено через некоторое время.
Incident or service disruption at this station.	Авария или нарушение работы на данной станции.
This is the only article in this thread	Это единственная статья в данном разделе
Google Blog Search - Advanced Options	Расширенный поиск Google по блогам
Results with similar images	Результаты с похожими изображениями
Edits to this location will not appear immediately.	Изменение этого расположения будет отображено через некоторое время.
Info for Checkout users	Информация для пользователей Google Checkout
Other web pages related to	Другие веб-страницы, связанные с
Use the form below and your advanced search will appear here	По мере заполнения формы ваш запрос будет отображаться в данном поле
Click to start drawing a shape	Нажмите, чтобы нарисовать многоугольник
aren't filtered by license	нет фильтра по лицензии
Browse complete list of groups...	Просмотреть полный список групп...
More definitions on Google Dictionary	Другие определения в Словаре Google
How and when to respond	Как и когда отвечать
View in Google Earth	Просмотреть в Google Планета Земля
Not approved for Google Maps	Отклонено для Карт Google
Which address did you mean?	Какой адрес имелся в виду?
Click to place me on the map	Нажмите, чтобы поместить метку на карту
This sends a link to Mobile Maps to your mobile phone.	Ссылка на моб. карты будет отправлена по указанному номеру.
Set up your nickname and start rating places to get personalized recommendations in search.	Задайте свой псевдоним и приступайте к оценке мест. Это позволит вам получать персонализированные рекомендации при поиске.
Verifying lock across all Google domains...	Проверка защиты настроек от изменений во всех доменах Google...
Failed to approve this place's info	Не удалось утвердить сведения об этом месте
No street view available.	Режим просмотра улиц недоступен.
Where's the rest of this book?	Где остальная часть книги?
with these words in the title	с этими словами в заголовке
Incomplete or invalid information for creating an alert.	Неполная или недопустимая информация для создания оповещения.
Responding to Google reviews	Ответ на отзывы пользователей
Manage, edit, and share your photos and pictures	Управляйте и обменивайтесь своими фотографиями и картинками и редактируйте их
There are no SearchWiki notes for this search by:	Для этого запроса нет изменений в Википоске от пользователя
show only basic results	показывать только результаты с простым уровнем
This change will not appear immediately because the website may be inappropriate.	Это изменение появится не сразу, так как веб-сайт может быть неприемлемым.
Medicine, Pharmacology, and Veterinary Science	Медицина, фармакология и ветеринария
Neither address was recognized.	Ни один адрес не найден.
Use the Google Interface in Your Language	Пользуйтесь Google на своём родном языке
Try your query on the entire web	Попробуйте поискать по всему Интернету
The requested category was not found.	Запрошенный раздел не найден.
Make this my default location	Добавить как местоположение по умолчанию
Switch to Japanese alternate UI	Переключиться на альтернативный японский интерфейс
We recommend using a newer browser to use this service.	Мы рекомендуем использовать более новую версию браузера для данного сервиса
Check the spelling of the address you typed	Проверьте написание адреса страницы
Zoom out of street view.	Выйти из режима просмотра улиц
Reopen a problem with directions	Повторно открыть проблему с маршрутом
Sorry, we were unable to send this message.  Please try again later.	К сожалению, нам не удалось отправить это сообщение. Повторите попытку позже.
Products available at this store	Товары, предлагаемые в этом магазине
The results contained a page that was irrelevant or off-topic.	Среди результатов обнаружена нерелевантная или не соответствующая запросу страница.
Please report the offensive video.	Сообщите нам о видео оскорбительного содержания.
Find local businesses and services on the web.	Поиск местных организаций и служб через Интернет.
While you browse the map, click the thumbnails to see webcams of those locations.	При обзоре карты нажмите на уменьшенное изображение, чтобы открыть вид с веб-камеры, расположенной в выбранном местоположении
Search millions of videos from across the web.	Поиск среди огромного количества видео в Интернете
Browse photos on the map.	Смотрите фотографии на карте.
Because you visited this page before.	Вы уже посещали эту страницу раньше.
All services from this agency are interrupted.	Предоставление всех услуг агентства приостановлено.
return results from the site or domain	результаты с сайта или домена
We're sorry, street view is currently unavailable due to high demand.BREAK_TAGPlease try again later!	Сожалеем, но в настоящее время просмотр улиц недоступен из-за большого количества запросов.BREAK_TAGПовторите попытку позже.
This place does not exist.	Это место не существует.
For additional help with your search, try consulting:	Для получения дополнительной помощи воспользуйтесь следующими ссылками:
What do you like about it? Share a tip.	Расскажите, чем вам понравилось это место.
any of these unwanted words:	c любым из слов:
Few problems, entire page is readable	Незначительные проблемы, страницу можно прочитать полностью
My Places encountered a temporary error and could not load some items. Please try again later.	Ошибка. Не удалось загрузить некоторые элементы на вкладке "Мои метки". Повторите попытку позже.
The selection and placement of reviews on this page were determined automatically by a computer program.	Выбор и ранжирование отзывов на этой странице осуществляется автоматически при помощи компьютерной программы.
Upload and share your original films	Загружайте свои оригинальные фильмы и делитесь ими с другими пользователями
Return only articles in the following subject areas:	Показать статьи только из следующих предметных областей:
Reported to not be private	Отмечено не как частное владение
One or more of the results were inappropriate.	Содержание одного или нескольких результатов оказалось недопустимым.
Enter location: US city or zip	Укажите местоположение: город в США или почтовый индекс
Enter address, phone number, etc	Введите адрес, номер телефона и т.п.
Hear what\'s going on nearby from your friends.	Сообщения пользователей, отправленные в просматриваемой области.
Add to My Library	Добавить в Мою библиотеку
Do not provide query suggestions in the search box.	Не показывать подсказки при вводе запроса в окне поиска.
Had a bad experience with a website?	Веб-сайт оказался неудачным?
Show images and text	Показать картинки и текст
Another place or landmark	Другое место или ориентир
View imagery taken in the last hour from webcams around the world.	Кадры, полученные за последний час через веб-камеры со всего мира.
No content was found in this area.	Ничего интересного здесь не найдено
Drag or click to zoom.	Перетащите или нажмите для увеличения.
Invalid user account. Please visit the TAG_BEGINhelp pageTAG_END.	Недопустимый аккаунт пользователя. См. TAG_BEGINстраницу справкиTAG_END.
Email me if more details are needed.	Напишите мне, если потребуются подробности.
Please try another item.	Попробуйте выбрать другой объект.
Search within this patent	Искать в этом патенте
Go to Google News Home	Перейти на главную страницу новостей Google
Drag the marker to the primary entrance of this place.	Перетащите маркер к главному входу.
Reopen a problem with the map	Повторно открыть проблему с картой
Explore the world at street level.	Исследуйте мир на уровне улиц.
No results found. Try broadening your search.	Не найдено ни одного результата. Попробуйте расширить условия поиска.
No changes have been made to the map.	Карта не была изменена.
Wonder Wheel requires Javascript.	Для работы колеса обозрения требуется Javascript.
Return patents with the patent number	Показывать патенты с номером
Information for Blog Authors	Информация для авторов блогов
Browse videos on the map.	Смотрите видео на карте.
Significant delays in service for this transit agency.	Значительная задержка отправлений транспортного агентства.
Share your personalized news with a friend	Используйте персональные новости вместе с друзьями
Popular searches near this location	Популярные поисковые запросы по этому району
Click here to start sharing on Google+	Есть чем поделиться? Расскажите об этом в Google+
Please try again in a few hours.	Повторите попытку через несколько часов.
TAG_BEGINAutomatic translationTAG_END is used to translate reviews into English.	TAG_BEGINАвтоматический переводTAG_END используется для перевода обзоров на русский язык.
Click to change this shape's style.	Нажмите, чтобы изменить стиль фигуры.
An error was encountered while trying to process your search customization.  Please go back and repeat your search to try again.	При попытке выполнить настройку поиска возникла ошибка. Вернитесь и повторите попытку, выполнив повторный поиск.
A mix of pine, presents and joy	Запах хвои, подарков и радости
Extra service at this station.	Дополнительный транспорт от данной станции.
Showing results in all languages:	Результаты на всех языках:
This map contains private information	Данная карта содержит частную информацию
Results related to this person:	Результаты, связанные с этим человеком:
Get step-by-step transit directions	Получить пошаговые маршруты движения транспорта
Extra service for this line.	Дополнительный транспорт на этой линии.
This map contains adult or obscene content	Данная карта содержит непристойную информацию или информацию, предназначенную только для взрослых
Get transit directions from your location to a destination.	Прокладывание маршрутов общественного транспорта от вашего местоположения до нужной точки.
Try entering a Zip code.	Попробуйте указать почтовый индекс.
Remove all starred images.	Удалить все помеченные изображения.
Please remember comments are public.	Помните, что комментарии доступны для всеобщего просмотра
Be contacted by this business	Чтобы со мной связались из этой компании
Bicycling directions are in beta.	Веломаршруты находятся в режиме бета-тестирования.
You have removed results from this search.	Вы удалили часть результатов поиска.
Some of the showtimes are subtitled	Есть сеансы с субтитрами
Find the business you want to review	Найдите компанию, о которой вы хотите написать отзыв
Sorry, this page cannot be translated properly.	Извините, эту страницу невозможно правильно перевести.
No alternate searches available for query	Нет других результатов поиска по запросу
View transit information on Maps.	Информация об общественном транспорте на Картах.
Starred images must be run on a modern browser with JavaScript enabled.	Помеченные изображения необходимо открыть в браузере последней версии с включенным JavaScript.
Please help us identify the problem.	Помогите нам определить проблему.
Click on an offer below to view and redeem it.	Чтобы просмотреть и активировать бонус, просто нажмите на него.
The placemark has been moved.	Метка на карте перемещена.
View and manage your web history	Просматривайте свою историю веб-поиска и управляйте ею
The view above is associated with the entrance marker. Click here to choose a different one.	Приведенный выше снимок связан с маркером входа. Нажмите здесь, чтобы выбрать другой.
Organize, edit, and share your photos and images	Систематизируйте, редактируйте свои фотографии и картинки, а также обменивайтесь ими
Place Google ads on your site and earn more money	Разместите рекламу от Google на своем сайте и заработайте больше денег
Find addresses, stores, and services with draggable map	Ищите адреса, магазины и услуги
Listing contains inappropriate or offensive content.	Запись о компании включает недопустимое или оскорбительное содержание.
Public maps are included in search results.	Открытые карты включаются в результаты поиска.
The results included a page that was irrelevant.	В результаты попала нерелевантная страница.
View weather conditions and forecasts around the world.	Фактическая погода и прогнозы по всему земному шару.
See this message in context.	Просмотреть это сообщение в контексте.
Try dragging an image file from your desktop or directly from a web page	Перетащите сюда изображение с компьютера или веб-страницы
Automatically select languages to search	Выбрать языки для поиска автоматически
labeled for reuse with modification	с лицензией на использование в некоммерческих целях и изменение
Enter the url of map data on the web	Введите url-адрес страницы с картографическими данными
Back to image results	Вернуться к результатам поиска
Use arrow keys to skip to the next page faster	Пользуйтесь стрелками для перехода к следующей странице
We could not finish uploading your file.	Не удается завершить загрузку файла.
Schedule not available for this date.	Расписание недоступно для этой даты.
Date, usage rights, numeric range, and more	Искать по времени обновления, правам на использование, диапазону чисел и другим параметрам
Remove from My Places	Удалить из моих меток
Invalid destination name. Please visit the TAG_BEGINhelp pageTAG_END.	Недопустимое название места назначения. См. TAG_BEGINстраницу справкиTAG_END.
labeled for commercial reuse with modification	с лицензией на использование в коммерческих целях и изменение
BOLD_TAG_STARTShareBOLD_TAG_END your map with friends and family.	BOLD_TAG_STARTОтправлятьBOLD_TAG_END свои карты друзьям и знакомым.
Change location or right-click on map	Измените адрес или нажмите правой кнопкой мыши на карте
More from this user	Другие видеоролики этого пользователя
Advertise with Google and drive traffic to your site	Рекламируйте с Google и привлекайте посетителей на свой сайт
See all my SearchWiki notes	Все мои изменения в Википоиске
Fresh, chill, northern, healthy	Свежий, прохладный, северный запах
Value is not a number, please enter the base amount.	Значение не является числом, введите сумму.
Take the Google toolbar with you anywhere on the web	Воспользуйтесь широкими возможностями Google для своего путешествия по Интернету
First select the text that you want to make into a link.	Сначала выделите текст, который нужно сделать ссылкой.
Back to street view	Вернуться к просмотру улиц
See geographical and topographical details on the map.	Карта рельефа с подробными топографическими данными.
Show for all steps:	Показывать для всех шагов:
Hide other locations from this web page	Скрыть другие местоположения на этой странице
Find more properties for sale in this area	Найти другую недвижимость, продаваемую в этом районе.
Was this excerpt helpful?	Эта выдержка оказалась полезной?
Something is wrong with the map.	Что-то не в порядке с картой.
Searches related to these images:	Поиски, имеющие отношение к этим картинкам:
Drag to change route	Перетащите, чтобы изменить маршрут
Show seismic activity on the map.	Отобразить сейсмическую активность на карте.
Other searches related to this image:	Другие результаты поиска для этого изображения:
A result contains incorrect information or suggests a place that is closed.	Результат содержит неправильную информацию или предлагает закрытое место.
Curved or distorted text	Искаженный или деформированный текст
This alert already exists.	Это оповещение уже существует.
Click for more information	Нажмите, чтобы получить дополнительную информацию
Sign in to another accountELLIPSES	Войти еще в один аккаунтELLIPSES
Reduced services from this transit agency.	Приостановлены услуги транспортного агентства.
Explore the world from your PC	Трехмерная модель земного шара
Google's search results weren't helpful.	Результаты поиска Google не оказались полезными.
This place is private.	Это место является частной собственностью.
Create and share your own maps	Создавайте собственные карты и обменивайтесь ими
Click to change this placemark's icon.	Нажмите, чтобы изменить значок этой метки.
